,id,author.name,text,created_at,protest,tweet_type,predicted_label,score
95463,1580869670286299138,Stahlratte 🐀👍,"@AufstandLastGen Wenn es mit Euch ein Stammheim 2.0 gibt, wird kein Schily kommen, um Euch rauszuboxen. Bei den Grünen hat niemand mehr einen Abschluss.",2022-10-14,lastgen,reply,offensive,0.7697163224220276
67622,1596253373447168006,Sinan,"@AufstandLastGen Ich bedanke mich herzlich, dass ihr so ein wichtiges Thema wie den Klimawandel in den Dreck zieht mit euren Aktionen. Keiner nimmt das Hauptproblem mehr ernst jeder hasst euch und das eigentlich Problem ist nie Thema. Also danke für garnichts.",2022-11-25,lastgen,reply,offensive,0.8387778401374817
117418,1489532647839780867,therealJJ,@AufstandLastGen Danke für euren Einsatz und euren Kampf gegen die globale Verschwendung. Euer Protest ist effektiv und medienwirksam ich befürchte nur dass die Mehrheit der Menschen noch nicht bereit ist das einzusehen. Daher wäre es vermutlich cleverer verstärkte Aufklärungsoffensiven zu fahrn,2022-02-04,lastgen,reply,offensive,0.7552320957183838
50614,1605538319965642753,Andreas und Süsser,@AufstandLastGen Hoffentlich haben sie den Schlüssel verlegt. Schmore in der Hölle!!!!,2022-12-21,lastgen,reply,offensive,0.5496980547904968
77316,1591446239446552576,sky,"@carla_hinrichs_ @AufstandLastGen @Gogowitsch @lebenslaute Bitte, lieber Gott, lass es wirklich die letzte Generation sein!🙏🙏🙏\n\nSo dumme Menschen verkraftet unser Planet nicht weiter.",2022-11-12,lastgen,reply,offensive,0.5426095724105835
77003,1591667149994852352,Equinox 🥝,@AufstandLastGen Verschlechtert ihr die Situation nur.,2022-11-13,lastgen,reply,offensive,0.6355447769165039
71557,1594782883419459600,Frank Hauser,@Bundestanzler @AufstandLastGen Rumpienzen oder was? Feiges Pack ist das.,2022-11-21,lastgen,reply,offensive,0.5565707683563232
74465,1593045124522860544,PARDEY,@Gina_J12 @b_friederike @AufstandLastGen Schon die Zerstörung von Gemälden (Kulturgut) in Museen ist ein absoluter Skandal und muss geahndet werden.,2022-11-17,lastgen,reply,offensive,0.9764754176139832
80769,1589883448579485696,Nemu,"@ReinerAberJa @AufstandLastGen @RaulSemmler @THeatherbell Welcher Wunsch? Von was reden Sie? Einfach nur wirres Geschwafel, aber was erwarte ich auch unter dem Account von dieser Organisation 😂\nBye",2022-11-08,lastgen,reply,offensive,0.8747851848602295
98687,1564566427914444804,Nileon nr.1312 Ⓥ,Heute vor einem Jahr traten 7 Menschen in Berlin in einen unbefristeten Hungerstreik. \n\nForderung: Ein öffentliches Gespräch mit den Kanzlerkandidat*innen über den Mord an der jungen Generation.\n\nEin Jahr später folgen der Letzten Generation 20.000 Menschen!🧡 \n\nEin Blick zurück: https://t.co/znjdNsJNl8,2022-08-30,lastgen,retweet,offensive,0.523905873298645
100223,1561104438118551556,James C. Bond,"Seitdem hat sich die Häufigkeit der Blockaden durch Klimaaktivist*innen deutlich erhöht. Besonders ""Die letzte Generation"" erreichte bundesweit Aufmerksamkeit und zog den Hass von Autofahrer*innen auf sich. Sie wurden regelmäßig mit Schmerzgriffen geräumt.\nhttps://t.co/OfumpQTI01",2022-08-20,lastgen,retweet,offensive,0.502731442451477
89145,1587188019265691652,Lara C,"@FelixStrer1 @AufstandLastGen Und das berechtigt zu solchen Aktionen und man ändert was am Klima.Die Radfahrerin  kämpft augenscheinlich um Ihr Leben. Das ist keine geschätzte Zahl. Es wurde schon v. diesen Klebern bestätigt, dass sie Mitverursacher sind ( Rettunswagen/ Stau) Und dann werden so abartige",2022-10-31,lastgen,reply,offensive,0.7444890737533569
65936,1596973220871036928,@HeadSoccer@climatejustice.social,"Es fällt schwer, jenseits von Zynismus die passenden Worte zu finden, um angesichts solcher Bilder d Absurdität der aggressiven Reaktionen mancher (dafür mitverantwortlichen!) Politiker:innen auf die Aktionen der #LetzteGeneration darzustellen. #Klimakrise\nhttps://t.co/zsiwEM8uEw",2022-11-27,lastgen,retweet,offensive,0.9026244282722473
54118,1603062814792613888,hermann im glück,"@derscharfekanal @AufstandLastGen Ich glaube, du irrst dich. Deutschlands Verfassung ist das Grundgesetz. \n\nhttps://t.co/8CMSaVheCf",2022-12-14,lastgen,quote,offensive,0.7424410581588745
64398,1598630841567043587,Harry Surfista,"@AlleDoerfer @AufstandLastGen @AuroraER_Oxford Die Kapital-RAF führt auf allen Ebenen einen rücksichtslosen Krieg gegen die nächsten Generationen. Im Kleinen wie im Großen.\nDer Kampf gegen cdU, fdP und sPD wird noch viel zu nett geführt, wenn man bedenkt, wie hemmungslos die unsere Zukunft zerstören.",2022-12-02,lastgen,reply,offensive,0.567886471748352
116398,1491696195667902469,Rückkopplung - @R_Kopplung@forfuture.social,"@BingoBongoPeng @dannyfreymark @AufstandLastGen Wenn Emissionen nicht sinken, radikalisieren sich die Wetterextreme.\nSchon heute sterben Tausende an den Klimafolgen und Millionen leiden.\nÜberflutungen und Dürren zerstören Ernten, gefährden die Lebensmittelsicherheit und Trinkwasserversorgung.\nVerteilungskriege werden kommen.",2022-02-10,lastgen,reply,offensive,0.7490243911743164
43406,1482337755220918275,Llewelyn Pritchard MA,https://t.co/rBvMNool0m “Boris Johnson is unfit to lead our country.” @Keir_Starmer Leader Labour Party #Agreed #ImmoralleadershipIsKillingPlanetEarth #FightingClimateChangeMeansFightingCorruption #IncompetentGovernment #BorisLies #PeopleDie #EndSARS #FridaysForFuture,2022-01-15,fff,quote,offensive,0.6560268402099609
107889,1539125985232179201,QuerHeizer 🏍️ 🇩🇪,"@thesageigt @ganCheangal @traeumerle_ @AufstandLastGen @Psychologists4F Ja, die brauchen auch einen Psychologen*ens™️",2022-06-21,lastgen,reply,other,0.9284894466400146
54050,1603077095965564935,Gesetz des Tages Bot 🇩🇪,"@FelixStrer1 @DanielR91364574 @AufstandLastGen Art 20a GG\n""Der Staat schützt auch in Verantwortung für die künftigen Generationen die natürlichen Lebensgrundlagen und die Tiere im Rahmen der verfassungsmäßigen Ordnung durch die Gesetzgebung und nach Maßgabe von Gesetz und Recht durch die vollziehende Gewalt und die ...",2022-12-14,lastgen,reply,other,0.7690679430961609
16837,1556959348554756096,R R R,जो मेरी आलोचना करते हैं वो मेरे लिए बहुत बड़ा खजाना है! 🤣\n\nमीडिया अब गोदी कहलाती है और जो पत्रकार सरकार से सवाल करते हैं उन्हें अपनी नौकरी गवाना पड़ता है। 😏\n\nसवाल से ही तो समस्या है लेकिन बोल रहे है आलोचना करो करते रहो! जरा भक्तों को भी समझाओ! 😉\n\n#FridaysForFuture\n#HoSaktaHai? https://t.co/zmFgPJuIOK,2022-08-09,fff,retweet,other,0.612712562084198
59711,1601129073077780481,Quidditch,"@JmRename @sl1n1ls @AufstandLastGen @MUC_Airport @berlinairport Ich glaube nicht, dass sich die Politik unter Druck setzen lässt, solange dort der Eindruck vorherrscht, dass die Mehrheit diese Aktionen ablehnt.",2022-12-09,lastgen,reply,other,0.8777102828025818
41265,1489527613131563010,Sheila Cherop,"Nigeria is now facing its second environmental disaster in three months from oil spillage. \nOur water is polluted, biodiversity is affected, mangroves and waterways are damaged but no action is taken.\n\nWhere is humanity?\n\n#FridaysForFuture\n#ClimateJustice \nhttps://t.co/KUmSTy8MqR",2022-02-04,fff,retweet,other,0.6567046046257019
33893,1506958118298828802,Steffani,"@MalteKaufmann FFF würde sofort verschwinden, wenn sie nicht von irgendwelchen NGOs finanziert werden würden. Hängt wohl alles mit dem Great Reset zusammen? Eine heimtückische Bewegung!",2022-03-24,fff,reply,other,0.6054332852363586
64667,1598347639128481793,Al,"@carla_hinrichs_ @AnneWillTalk @AufstandLastGen Wenn Politiker* etwas anderes tun, als das, was die Menschen wollen, dann können die Menschen die Politiker* abwählen. Vielleicht sind es also die Wähler*, die zu weit gehen, wenn sie diejenigen wählen, die nicht das tun, was du gerne möchtest?",2022-12-01,lastgen,reply,other,0.9485253095626831
3448,1591469821530890242,bgaulke,Week 45! #ClimateStrike #FridaysForFuture #PeopleNotProfit https://t.co/NiTX2BlW3n,2022-11-12,fff,retweet,other,0.8153301477432251
99110,1563607951709175809,Markus der Bayer,#FFF #letztegeneration #lastgeneration #Gruene #GruenerMist #Fester #RicardaLang #Habeck #Baerbock #Heinrich #GoeringEckardt #infantilBisInsMark #Berlin https://t.co/O4GyF6moZq,2022-08-27,lastgen,original,other,0.8445238471031189
68305,1596139956002754565,Matthias Klenke,"@AufstandLastGen Ich würde sie über euren hohlen Schädel kippen, oder sie euch saufen lassen.\nVollidioten.",2022-11-25,lastgen,reply,other,0.5187827348709106
79921,1590314043960856579,Dr. Cornelia Huth,"Sehr lesenswerte Einordnung von Hans-Josef Fell, u. a. Mit-Autor des Entwurfs des Erneuerbare-Energien-Gesetzes von 2000, zu den Protestaktionen von @AufstandLastGen 👉\nhttps://t.co/YmlHrYkqsA\n🧵1/2",2022-11-09,lastgen,original,other,0.9194038510322571
104337,1544439838325309451,Letzte Generation Österreich,"Fakten lassen sich nicht einfach von der Straße räumen.\n\n@Bundeskanzler, es hängt von Ihren Handlungen ab, wie die Geschichte auf Sie zurückschauen wird.\n\nSie müssen #Klimakanzler sein!\n\nhttps://t.co/X0H9hND1uO https://t.co/7c0x94GzA9",2022-07-05,lastgen,retweet,other,0.8350782990455627
7788,1576263928123777024,Dominic Ressel,"@Luisamneubauer Wenn man auf FFF Germany hört, bekommt man sogar beides!\n\nDass ihr die Reaktivierung von Kohlekraftwerken weniger problematisch findet als die von Kernkraftwerken, hat euch den letzten Rest Glaubwürdigkeit gekostet.",2022-10-01,fff,reply,other,0.8153576254844666
35089,1505147638999511042,Tobby,"To help filling our Presale, we give away $1.000 in BUSD to one random Buyer with a min. contribution of 0.2 BNB 🥳💵💥\n\nWinner will be drawn in a live Video Chat before Launch ‼️\n\nPresale will be open until 19 UTC today 🚀🚀🚀\n\n#BSC4F #Pinksale #Crypto #FridaysForFuture #BNB https://t.co/KFXd4QDVSr",2022-03-19,fff,retweet,other,0.8329870700836182
108093,1538856999621906434,Benni,"@traeumerle_ @AufstandLastGen Ich hoffe so sehr, dass das einfach Satire ist.",2022-06-20,lastgen,reply,other,0.5138010382652283
72967,1593728724737966082,Günter Wagner,"@AufstandLastGen @AimeevanBaalen @lyroloff @_Katja_Diehl_ Fragen an die Kunst-Spezialisten:\n\n-Welche Voraussetzungen brauch man Lebenswerke von Menschen   zu zerstören\n-Wollt ihr Gesetze übermalen, wenn ja warum\n-Verachtet ihr Künstler\n-Wann wollt ihr mal kreativ werden und malt CO2, oder Klebende\n-Keiner liebt euch, wieso ich",2022-11-18,lastgen,reply,other,0.7135820388793945
12225,1571480110053888001,女性たちと政治,報道関係者の皆様へ\n\n9/23(金)祝日、\n#気候危機はいのちの問題 をスローガンに日本各地でアクションします！！！🌎✊\n\n東京ではマーチします！！！次の金曜日です！！！ #FridaysForFuture テンションぶち上げ中です！！！\n\n取材してくれると嬉しくて泣きます！！\n\n👇記者会見\nhttps://t.co/iaL5r1rhE7,2022-09-18,fff,retweet,other,0.8439814448356628
15764,1560600978629332995,Joanna Best,School strike week 209. #FridaysForFuture #ClimateStrike #SchoolStrike4Climate https://t.co/nbyhZlhh17,2022-08-19,fff,retweet,other,0.7848591208457947
97380,1576323962107179009,Sekundenkleber4Future 14.01.Lützerath,"Die #LetzteGeneration blockiert Autobahnen, um die Menschheit vor dem #Klimakollaps zu bewahren.\nKlar, nicht allen ist es möglich, sich auf die Straße zu setzen.\n\nDu kannst uns ggf. unterstützen, Kosten für das Lösen des Klebers zu stemmen.\nDas geht hier⏬\nhttps://t.co/Yg6FQU0sAa",2022-10-01,lastgen,retweet,other,0.9609143137931824
47944,1606735084874235904,Andre Unikat,@AufstandLastGen Gut und richtig so! Noch dazu sollten 100 Sozialstunden aufgebrummt bekommen,2022-12-24,lastgen,reply,other,0.9680772423744202
29169,1512598807229476866,Dennis Frank,School strike week 101. There is no excuse for inaction #ClimateActionNow #FFFSolidarityWithSudan #FridaysForFuture #PeopleNotProfit #ClimateStrike https://t.co/ELONNvZX0v,2022-04-09,fff,retweet,other,0.8038004040718079
62498,1599814343591272448,CassiopeiaKnitDesign,"NRW-Inneminister #Reul warnt die #LetzteGeneration : Die Grenze ist überschritten! Nur weil der Planet bald unbewohnbar ist, muss man ja nicht gleich hysterisch werden. https://t.co/XYHtLJyqww",2022-12-05,lastgen,retweet,other,0.737218976020813
72148,1594524561785389056,Betti,"@MarcoBuschmann Die #Klimakatastrophe, für die wir im Globalen Norden verantwortlich sind, zerstört jeden Tag Eigentum und Existenzen im Globalen Süden. Diese Menschen können hier nicht demonstrieren. Mein Dank an die Letzte Generation, dass sie dies an deren Stelle tun. ❤️✊ #AnneWill",2022-11-21,lastgen,retweet,other,0.662506639957428
53223,1603410943383408641,Georg Prinz,"🧯 NÖ LANDTAG MIT ÖL BESUDELT🧯\n\n📢 Heute waren wir vorm Landtag in St. Pölten während der letzten Sitzung vor der Wahl im Jänner. \n\n🛢️ Wir haben das Gebäude mit Öl besudelt, weil die Regierung geplantes Fracking im Weinviertel immer noch nicht verbietet.\n\n#LetzteGeneration https://t.co/jkYuxP52q0",2022-12-15,lastgen,retweet,other,0.679008960723877
43913,1481659354822676490,Stadt Wedel,WST: Der nächste Protest: Wedels Fridays-For-Future ruft zur Mahnwache auf https://t.co/CgrwCfCAsv,2022-01-13,fff,original,other,0.8702380657196045
53418,1603348520421015553,Flo Gmeinwieser,Ich habe übrigens auch eine 25ml-Flasche Sekundenkleber und schreibe Tweets gegen Faschos.\nDamit bin ich vermutlich näher an einer möglichen Hausdurchsuchung als Coronazis und Rechtsextreme. #LetzteGeneration,2022-12-15,lastgen,retweet,other,0.7022818922996521
77539,1591356278181240832,Acampadanrw,"#Klimaum9: ich hab 1 neues Video-Format, jeden Arbeitsmorgen 2 Minuten #Klima-News, &amp; hoffe, dass es Euch (minus 1 paar technische Probleme re: Dateigröße, Format, spiegelverkehrte Aufnahmen) gefällt. Ich bin ganz zufrieden damit. 1 Video-🧵.\n\n1/5: Posttruth vs. #LetzteGeneration https://t.co/hmckW9GJaq",2022-11-12,lastgen,retweet,other,0.9201735258102417
78901,1590702038153060352,Scully (she/her),"Diese Menschen sind bereit, weiter und weiter friedlichen Widerstand zu leisten gegen das Klimaversagen der Regierung. \n\n🔸Kannst du sie unterstützen, das zu tun?\nhttps://t.co/zoLV1ksHhc\n\n🔸Hör unseren Plan bei einem Vortrag!\nhttps://t.co/pRdhCTxyGh https://t.co/3TxBeeY5Fq",2022-11-10,lastgen,retweet,other,0.9885537028312683
86130,1588286790301265920,eyih,"@KarlHei64031538 @Lambsdorff @AufstandLastGen Bislang wissen wir, dass die Bergung verzögert wurde und die Fahrradfahrerin nun für Hirntod erklärt wurde. Erst muß der Rechtsmediziner feststellen ob anhand des Verletzungsmusters der Hirntod eine mögliche Folge der verzögerten Rettung oder davon unabhängig unvermeidbar war.",2022-11-03,lastgen,retweet,other,0.8692862391471863
18668,1550452859698823169,Ina Veenstra,"ON SEPTEMBER 23RD, WE WILL STRIKE FOR CLIMATE REPARATIONS AND JUSTICE! 📢\n\nWe demand that Governments listen to MAPA voices by providing #LossAndDamage #Finance to the communities most affected by the climate crisis.\n\nFind out more: https://t.co/ntR1Fl5k9Q #PeopleNotProfit https://t.co/Z3L1dX6NH1",2022-07-22,fff,retweet,other,0.689725935459137
69262,1595909301830287360,Bruce Wendell,@AufstandLastGen Einsperren das Dreckspack,2022-11-24,lastgen,reply,other,0.613688051700592
56677,1602638082557501441,AlexTZ,@AufstandLastGen Würde euch heißen Kaffee über die Hand kippen,2022-12-13,lastgen,reply,other,0.64814293384552
87377,1588157052148498432,Niklas Liebetrau,"@yasminecmbarek @eckilepsie @polizeiberlin @AufstandLastGen Sie wird wohl weiterhin ""intensivmedizinisch betreut""",2022-11-03,lastgen,reply,other,0.8457148671150208
49412,1605919563945840640,Nebel des Grauens,"@jan204re wer hat diese grundrechte gewählt?\nund welches grundrecht stützt die demokratieverachtenden klimaterroristen in ihrem tun?\n\ngrüne spd und fdp wurden gewählt, bilden eine regierung und regieren.\ndas ist parlamentarische demokratie.\n\ndie letzte generation könnte nun eine partei (1)",2022-12-22,lastgen,reply,other,0.8557125329971313
97528,1574678160414752770,WELT-SICHTEN,"@FridayForFuture haben vergangene Woche demonstriert, @AufstandLastGen macht mit #Straßenblockaden auf die #Klimakrise aufmerksam. Das wird harsch kritisiert. Warum man das auch ganz anders sehen kann und #Straßenblockierer keine Terroristen sind: https://t.co/rrs2kfGbSf",2022-09-27,lastgen,original,other,0.9002467393875122
111334,1519361373062504448,Manuel,"@PanzarKnackar @madcatsadie1 @watson_de @AufstandLastGen Würdest du dich bitte klarer ausdrücken. Schlafen, ballern, sag doch einfach ficken.\nIch habe dir schon gesagt: Ich weiß nicht mal wer das ist. Wie soll ich diesen Menschen da ficken wollen?",2022-04-27,lastgen,reply,other,0.8511680364608765
40259,1492043754177445890,Oliver Greene #keepitintheground,#GlobalWarming #FridaysForFuture #ClimateChange #ExtinctionRebellion  \n\nWhat are we saving? https://t.co/Kj4Dn62yca,2022-02-11,fff,retweet,other,0.8611190319061279
81288,1589622950113988608,Conturbator,@AufstandLastGen Das wären die Nächsten die für 30 Tage weggesperrt werden müssten.,2022-11-07,lastgen,reply,other,0.9059035181999207
47478,1607024327756582912,Vogel Frei,"Die Regierung, von der Sie Teil sind Herr #Buschmann, bricht das Grundgesetz. Die Verurteilung jener, die Alarm schlagen bringt uns nicht weiter. \nLegen Sie einen Plan vor, wie Sie unsere Gesellschaft retten wollen, dann sind wir weg. \n#Klimakrise #LetzteGeneration https://t.co/HLFtcPHh4V",2022-12-25,lastgen,retweet,other,0.6482275724411011
53614,1603292116163117056,Manya G. #PeopleNotProfit,"Das darf doch nicht wahr sein! Ich würde euch - und uns allen - so sehr wünschen, dass die Entscheidungsträger:innen sich endlich auf das eigentliche Problem konzentrieren.\nDas wäre nämlich die #Klimakrise, für die, die es nicht verstehen wollen... 😠 \n#LetzteGeneration https://t.co/2RxbZqZvQD",2022-12-15,lastgen,quote,other,0.7415344715118408
93749,1584103533531762688,Free Lina E.,"Wir suchen Menschen in kirchlichen Berufen, die mindestens 1x in eine Straßenblockade gehen, um zivilen Widerstand für Klimagerechtigkeit zu leisten. Die sich dazu zu bekennen, dass wir den zerstörerischen Kurs der fossilen Wirtschaft beenden müssen, ...\n\n#Kirche\n2/5",2022-10-23,lastgen,retweet,other,0.7765939831733704
11557,1573197986213109762,Matthias Bienefeld 💚🌻,"Climate Justice, Right here, Right now.\nDemanded #ClimateJustice &amp; #LossAndDamageFinanceNow. \n\n@GretaThunberg @FFF_Bangladesh @Fridays4future #FridaysForFuture #ClimateEmergency https://t.co/PliJhwUYE7",2022-09-23,fff,retweet,other,0.8676997423171997
17516,1554222850097266688,Till @dk2bt@norden.social,"HABEN WIR DEUTSCHLAND STROMMANGEL?\n\nDies wird zur Zeit heiß diskutiert. Hier nun ein paar Zahlen, Fakten &amp; Graphiken.\n\nDas hier (u.) ist die gesamte deutsche Stromerzeugung in 2021. Die obere dunkle Linie ist die anliegende Last. Das Max. liegt im Nov. \n\n1/x\n\n#FridaysForFuture https://t.co/5xQl5TBpuf",2022-08-01,fff,retweet,other,0.7560253143310547
11019,1573285976016928768,Steffman,"Harald Lesch, von dem ich euch gerne grüße, sagt ""Physik gilt auch für die weiter, die es in der Schule abgewählt haben. Naturgesetze sind nicht verhandelbar."" — Eckart von Hirschhausen\n\n#FridaysForFuture #Klimastreik #PeopleNotProfit @FFF_Koeln @KlimaGesundheit @healthforfuture https://t.co/TB9odEE1dj",2022-09-23,fff,retweet,other,0.9297839999198914
46210,1607933977612152832,Nylios Amesos,@TheVidley @AufstandLastGen Ja sollte man und das ist unironisch gemeint.,2022-12-28,lastgen,reply,other,0.8178392648696899
48435,1606574602188197888,Wilko Steinhagen,"Mein Wunsch fürs neue Jahr ist, das die letzte Generation durchhält.",2022-12-24,lastgen,original,other,0.8391181230545044
57927,1602254217498050560,B.denk,"@Chenes420 @AufstandLastGen Dann sinds halt 20 oder 50 Stunden pro Woche! Ändert nichts daran, dass die Zeit nachgearbeitet werden muss, wenn keine Überstunden dafür abgebaut werden sollen!",2022-12-12,lastgen,reply,other,0.908462643623352
53186,1603422212584677377,Dipl. Ing. Mar Stadelmann,@sh4rt3 @rbb24 Seh ich nicht so. Fridaysforfuture war wesentlich erfolgreicher und einflussreicher als die seltsam sektenhaft agierende letzte Generation.,2022-12-15,lastgen,reply,other,0.9265166521072388
24737,1527582782377054208,Endel Stamberg #FightFor1Point5,"Week 75 for climate justice.\n""I can't sleep all the night"" this was the sentence of my friend who lives in the campus next to these factories.\n#FridaysForFuture \n#ClimateActionNow https://t.co/w80ZUdbl8T",2022-05-20,fff,retweet,other,0.7584852576255798
76274,1592235636257587200,p.o.ulysses,"Ernst Hörmann ist 72 Jahre alt und hat acht Enkelkinder. Seit Anfang des Jahres ist er immer und immer wieder auf der Straße, um für ihr Recht auf Leben einzustehen. \n\nSo etwas wie heute ist ihm noch nie vorher passiert.\n \n2/5 https://t.co/Tc7txwZzlJ",2022-11-14,lastgen,retweet,other,0.87891685962677
2485,1596074514534010886,JRobert.nl,#FridaysForFuture https://t.co/3TcXrBTAVu,2022-11-25,fff,original,other,0.8402910828590393
33584,1507081913340674054,OMChef,"Tomorrow is the day! All over the planet people will strike, march and protest to demand world leaders to prioritise #PeopleNotProfit\n\nMore info can be found at https://t.co/Ynp0V3jQ8q\n\nWhere will you be joining from?\n#FridaysForFuture #ClimateStrike https://t.co/KXPzOV2cYj",2022-03-24,fff,retweet,other,0.8340129256248474
75928,1592463820945248257,oleoleo,"Ernst unter Schmerzen zu sehen, tut uns weh, doch seine Entschlossenheit ist nicht zu brechen. Er wird weiter Protest gegen die Zerstörung von allem, was wir lieben, auf die Straße tragen.\n\nDie Frage bleibt also: \n\n4/5 https://t.co/VICpVVVd7D",2022-11-15,lastgen,retweet,other,0.8711690902709961
35524,1504729320631279616,Klimatalliansen,https://t.co/UwFJ08wb8r\nhttps://t.co/BGDmLs1gwM\nhttps://t.co/k2CyyiSvsO\n\n#FridaysForFuture\n#ClimateCrisis\n#ClimateStrike\n#ClimateDenial\n#EndFossilFuels\n#Klimatalliansen\n#ClimateAlliance\n\n@FFF_SAJ\n@mk19942 @AaravSeth_ @biancaymichaels @JanineClimate @GretaThunberg @TomsTweeters,2022-03-18,fff,original,other,0.8845478296279907
31913,1507508947078553606,𝔇𝖊𝖗 𝔘𝖓𝖌𝖑𝔞𝖊𝖚𝖇𝖎𝖌𝖊,Krach im Paradies?\n😂\n#FridaysForFuture vs. #GrünerMist https://t.co/IwubV7U3aU,2022-03-26,fff,retweet,other,0.8397716283798218
78160,1591047916470546432,Gothez Ⓥ,@ghj2009 @AnyGman @koelnmedia @AufstandLastGen @lebenslaute @Ende__Gelaende @inter_linke @350Deutschland @AlleDoerfer @ausgeCO2hlt @KoalaKollektiv @Psychologists4F @SciReb_Germany @SiGBerlin Der gesteigerte Treibstoff und damit auch die gesteigerten CO2 Emissionen. Auch aus dem Klimaschutzaspekt kannst du dir das verzichten auf ein Tempolimit nicht mehr erlauben. https://t.co/mtuJ3L3qVK,2022-11-11,lastgen,reply,other,0.7571079730987549
60153,1600864369893462017,El_Schlonzo,"@AufstandLastGen Ich würde gerne den Autofahrer unterstützen falls er Ärger zu befürchten hat ,das er diese Spinner zu hart angepackt hat. Gibt es da was?",2022-12-08,lastgen,reply,other,0.6756423115730286
62807,1599760777006616576,Klaus,"Kennt man ja, darum hat jeder jederzeit ne Tube Uhu in der Tasche. Wen hat noch nie die Lust überkommen, sich mal spontan an die Straße zu kleben? Versteh gar nicht, was die letzten Degenerierten dieser Endzeitsekte daran so aufregend finden.#Spontankleber https://t.co/lSWeQY8oIf",2022-12-05,lastgen,quote,other,0.6617397665977478
9921,1573426392968343552,Jogoy Maak,WOW!!! Foule monstre à Montréal pour la marche mondiale pour le #climat #grèveclimatique #vireauvert #polqc2022 #elections2022  #greveclimatique \n#PeopleNotProfit #FridaysForFuture https://t.co/tzeYZtiTqW,2022-09-23,fff,retweet,other,0.5674725770950317
95522,1580672522814558208,Nope❤️,"@Luisamneubauer In den letzten beiden Jahren kam ich zum Schluss, dass wir da angekommen sind, wo eine letzte Generation endlich Sinn macht. \n\nKann weg.",2022-10-13,lastgen,reply,other,0.734797477722168
38325,1497550903406174211,Hans Hansen,"Gestern hat Fridays For Future in Hamburg den Klimastreik abgesagt &amp; zur Friedensdemo aufgerufen, in anderen Orten auch. Wir sind da, wir sind solidarisch, alle zusammen. Noch nie waren Klimagerechtigkeit, Frieden &amp; Demokratie so untrennbar, wie heute. #StandWithUkriane https://t.co/WRAjmYaAIU",2022-02-26,fff,retweet,other,0.9937324523925781
82274,1589195286685315072,Peter Colymore,"#LetzteGeneration wird grundlos ganze 30 Tage eingesperrt, vergleichbares gab es in Deutschland nur in Vor-BRD-Zeiten. Doch Bauern genießen Narrenfreiheit in Bayern. Wer handelt hier wirklich ideologisch? #NieMehrCDUCSU https://t.co/gxpaQnCJmK",2022-11-06,lastgen,original,other,0.8926883339881897
10179,1573387205363507201,FFF Bot,"Köln: #FridaysForFuture #PeopleNotProfit Sept. 23 #Klimastreik Zeitraffer, - unterlegt mit Teilen aus Rede von Eckart von Hirschhausen @sciforfuture @KlimaGesundheit @healthforfuture #PeopleNotProfit 📺 2/2 https://t.co/OMXYbRBYPW",2022-09-23,fff,retweet,other,0.8479700088500977
27633,1517530698885873665,FFF Bot,"Happy #EarthDay!\n\nReduce #FossilFuels dependence!\n\nCreate safer local energy! #ClimateCrisis!\n\nPlease join! twiff All Activists Awesome work!\n\n❤️🇺🇦🇾🇪☮️🌍🌏🌎🌳🌱🌿🌺🌼🏵️🌻🌞🦋\n\nNow on #FridaysForFuture.org/map\n\n@FFFMapCount #WorldCleanUP\n\n#Twiff, 4, #EarthDay, Ireland, SandyCove https://t.co/vZhoYmpPWr",2022-04-22,fff,retweet,other,0.9350157976150513
106368,1540412223465701377,"Captain Chaos - ""the rest I just squandered""",@JVos63 @HalleVerkehrt @AufstandLastGen @jam_mi_tz @OlafScholz Und seit 2 Jahren arbeite ich am elektrischen Fliegen mit,2022-06-24,lastgen,reply,other,0.7231642603874207
92759,1584477276695310338,Christian Völker,Tempolimit zum Wochenstart macht sich immer gut. https://t.co/9mQOI8D44Q,2022-10-24,lastgen,quote,other,0.93636554479599
74627,1592979361288056832,Erling Plaethe,Die „Letzte Generation“ steht in der düstersten deutschen Tradition via @welt https://t.co/eV1DtigAxh,2022-11-16,lastgen,original,other,0.6690282225608826
11547,1573200530922676225,Greenpeace Southeast Asia,School strike week 214. #FridaysForFuture #ClimateStrike #PeopleNotProfit https://t.co/D54mrJVxoW,2022-09-23,fff,retweet,other,0.7477781772613525
9321,1573646539712520193,Fifeenvironmentalist,This is what democracy looks like!!\nThank you to everyone who took to the streets of Edinburgh today!!\n\n#ClimateStrike #FridaysForFuture #TheKidsAreNotAlright https://t.co/9mABQAKcno,2022-09-24,fff,retweet,other,0.7644099593162537
98289,1567184010849157120,Sonja Manderbach #LetzteGeneration,"Unsere Regierung stolpert konzeptlos durch diese Krise.\nSie hat keinen Plan, wie das Erreichen der Klimakipppunkte in den nächsten 2-3 Jahren noch verhindert werden kann. Dieses fossile Weiter-so wird unsere Gesellschaft in den Zusammenbruch führen.\n\nWir wünschten es wäre anders. https://t.co/zSzMbdnJuF",2022-09-06,lastgen,retweet,other,0.644832968711853
102064,1547912751355269120,Loris,"Hätte entweder nen Bohrhammer genommen oder paar Warnschilder um die Person herum gestellt, sodass die Autos vorbeifahren und sie zusehen muss, wie sie sich befreit. https://t.co/7Fsw3CIyPZ",2022-07-15,lastgen,quote,other,0.7908871173858643
