,id,author.name,text,created_at,protest,tweet_type,replies,retweets,quotes,likes,predicted_label,score
48225,1606636245647507459,Harald Kremkau,"In Berlin greift die Polizei nicht mehr ein, wenn ""Gefahr für die Polizei und die Tatverdächtigen"" besteht: Die absurde Logik der Berliner Polizeiführung  - tatsächlich geht es nur darum, die ""Letzte Generation"" ungehindert Straftaten begehen zu lassen.  https://t.co/CZXbgORCXg",2022-12-24,lastgen,retweet,70,289,7,1396,offensive,0.9462072253227234
71057,1595083934278488065,Reepa,"@ErwinWildmoser @AufstandLastGen Bisschen unverschämt, oder?\nIch wüsste nicht, dass ich Dich persönlich beleidigt habe, aber zu Deiner Kenntnisnahme:\nIch habe Geld um mir Essen zu kaufen, selbst wenn die Preise steigen…Du nicht?",2022-11-22,lastgen,reply,0,0,0,0,offensive,0.6961323618888855
50024,1605638422093144064,United Nations - Kaiser Tanüll der Griffige,"Bullshit Aktion von der ""hoffentlich"" letzten Generation.\nSo toll für die Kinder, so toll für die Sache, so irrsinnig witzig...boah!\nBin kein Freund der Aktionen dieser Gruppe, sie führen zu keinem Diskurs oder Ziel. https://t.co/8bw1CEYOqg",2022-12-21,lastgen,quote,0,0,0,1,offensive,0.9222169518470764
105158,1542578917428662272,🇩🇪 motte190384 🇩🇪,@AufstandLastGen Ihr versperrt die Straßen Leute kommen nicht zur Arbeit und bekommen wohl möglich noch ärger mit ihren Arbeitgeber. Und ihr wundert euch warum die Leute sauer werden und euch von den Straßen ziehen dann denkt ….....,2022-06-30,lastgen,reply,0,0,0,1,offensive,0.7270141243934631
23621,1531303137759354880,Cloudbuster🇲🇱,"@benjamin_stork Skandal. Leute. Die Frage ist: Ob diese Aufmerksamkeit der #FFF dient oder nicht. In der Öffentlichkeit. Denn um die geht es leider bei der #Klimakrise . Und die Gefahr besteht, dass die von mir sehr geschätzte @Luisamneubauer der Bewegung damit keinen Gefallen tut. Hin oder Her.",2022-05-30,fff,reply,1,0,0,0,offensive,0.8173638582229614
93966,1583769923377324032,Ines,@AufstandLastGen @Wissing @bmdv Ja die allerletzte Generation. Da habt ihr wieder schönen sinnlosen Müll produziert und Ressourcen verschwendet! Ihr lernt es nicht. Bitte noch einmal in die Schule.,2022-10-22,lastgen,reply,0,0,0,0,offensive,0.5830546021461487
83433,1588799326255738881,spirit-of-1848 🇩🇪,"@george_orwell3 Schwein gehabt, zum Glück erst in 3035. Da muss die #LetzteGeneration und der #GruenerMist noch ein wenig Geduld haben  https://t.co/OKfj9IIro8",2022-11-05,lastgen,quote,0,0,0,1,offensive,0.6241510510444641
82947,1588899217783009280,Mizumono,Alles gesagt. \n\n#Heuchler #Opportunisten\n\nhttps://t.co/XnZNCA94s0\n\nhttps://t.co/k2nsValCRk https://t.co/d7iwyyBtqj,2022-11-05,lastgen,retweet,13,179,4,508,offensive,0.8451682329177856
68596,1596096296493887488,Tom K. 🍌🇩🇪👍🚿🚿🚿+🚿🐀🐀,@AufstandLastGen @SciReb_Germany @Bundeskanzler @OlafScholz Nicht einmal ordentlich schreiben kann dieser Versager #klimaRAF,2022-11-25,lastgen,reply,0,0,0,0,offensive,0.6994137763977051
66428,1596753596921643013,DieNachrichten,In den vergangenen Wochen hatte vor allem die Gruppierung „Letzte Generation“ unter anderem durch Angriffe auf Kunswerke in Museen sowie durch Straßenblockaden für Diskussionen gesorgt. https://t.co/uDKv6ekcE3,2022-11-27,lastgen,original,0,0,0,0,offensive,0.5788717865943909
88237,1587789064081637376,Mani L. 🧑‍🌾,"Mitten am Tag, im Zentrum von #Berlin:\nIn schönster Seelenruhe wird besprüht und palavert - von Widerrede oder gar Gegenmaßnahmen keine Spur.\nKurios, oder?\n#LetzteGeneration https://t.co/yJRGEuxOZj",2022-11-02,lastgen,retweet,1,5,0,11,offensive,0.5781466960906982
56095,1602686056217944064,Ebazer Çimeken,"@MathisBoente @jeha2019 @AufstandLastGen @uni_mainz Also, Wissenschaftlich nicht relevant. \n\nVernachlässigbar \n\nHingegen ppm CO2 in Masken die Kinder ganztags tragen mussten war Kriminell.\n(Obendrein: Es gab keine zugelassene Masken für Kinder)",2022-12-13,lastgen,reply,0,0,0,0,offensive,0.8818920850753784
29472,1512309434751533058,Llewelyn Pritchard MA,https://t.co/62w0Fec4Hs THE ROT IS FROM THE TOP AND HE IS NOW MAKING LIARS OF EVERY TORY WHO DEFENDS HIM  #IStandWithUkraine🇺🇦 #RootCausesClimateCrisis CORRUPTION #JohnsonLies #PeopleDie #RussianToryDonors #Partygate #BrexitBusMyth #UnfitForOffice #EndSARS #FridaysForFuture,2022-04-08,fff,reply,1,1,0,0,offensive,0.7521485090255737
86771,1588214075393179649,Dr.BellissimaGiulietta,"Die in Berlin von einem Betonmischer erfasste Radfahrerin ist verstorben. Sie wurde 44 Jahre alt. Das Bergungsgerät der Feuerwehr kam verspätet zum Unfallort, weil die #LetzteGeneration Straßen blockiert hatte. Seid ihr jetzt zufrieden, ihr durchgeknallte Bande von Straftätern?",2022-11-03,lastgen,retweet,402,1240,66,7363,offensive,0.7066081166267395
97890,1571401441033461766,Holger R. (Holle B!) #PeaceNow 🇩🇪 🇪🇺 📷📱⚖️🚗,@AufstandLastGen Einfach abreissen diese Kriminellen,2022-09-18,lastgen,reply,0,0,0,1,offensive,0.6935026049613953
112432,1515781903835611145,Avides-der-2.,@Am0rtis Wenn die #LetzteGeneration ärgert werde ich zur Sau !,2022-04-17,lastgen,reply,1,0,0,2,offensive,0.7699320912361145
88260,1587781896427167744,Pat,"Mal #Klartext:\nDie Regierung hat das nicht im Griff! \n\nWir besprühen die Berliner Zentralen der SPD, Grünen und FDP, weil die Ampel keinen Plan hat gegen den #Klimakollaps.\n\nIhre Weigerung, das zuzugeben, bringt uns in Gefahr.\nWir nehmen das nicht hin!\n\n1/4 https://t.co/5DLeoeWn4w",2022-11-02,lastgen,retweet,950,168,163,1143,offensive,0.6137434840202332
116283,1491824339565649921,Michael,"@AufstandLastGen Wo sind solche ""hirnrissigen"" Aktionen friedlich?",2022-02-10,lastgen,reply,0,0,0,0,offensive,0.6867213845252991
117045,1490703551726821383,MCP,@EikePan @AufstandLastGen @Ricarda_Lang Mit diesen sinnfreien Aktionen verliert ihr zum Glück das letzte Fünkchen Akzeptanz.,2022-02-07,lastgen,reply,0,1,0,3,offensive,0.544958770275116
42904,1484480747658485761,Endel Stamberg #FightFor1Point5,"Week 32 #ClimateStrike in #Angola \n\nWe have barely started 2022 and many climate and environmental activists are being murdered, Solidarity to the most affected and oppressed people.\n\n#FridaysForFuture\n#UprootTheSystem\n\n#twiff [2], [F4FAO],[Cassequel], 21,01,2022 https://t.co/EsxL8gnFNE",2022-01-21,fff,retweet,3,40,6,127,offensive,0.5666154026985168
37368,1499440672742383616,Karl C. Mayer,"Hamburg, wir waren heute UNGLAUBLICHE 120.000 Menschen auf der Straße. Gemeinsam für Frieden - in Solidarität mit der Ukraine. Das ist so unfassbar überwältigend! https://t.co/RSvdA9L585",2022-03-03,fff,retweet,121,913,99,6917,offensive,0.8919306993484497
69976,1595828336877621254,FaggotsForFuture ✊🌈✊,"Holy shit, die #LetzteGeneration ist wieder am Start, eskaliert trotz Gegenwind wie immer friedlich und besonnen den #Klima-Widerstand: der #BER wird gestört &amp; blockiert.\n\nLiebe @AufstandLastGen: Ihr seid der Hammer, danke!!!\n\nhttps://t.co/VAHI8rXjb9",2022-11-24,lastgen,original,74,139,7,993,offensive,0.5068466663360596
9351,1573641039310688257,Sᴛᴇғ.📸Uʟᴍ,Die #Klimademo in #Ulm gestern hat funktioniert: es ist heute schon viel kälter als gestern. \nUnd dabei wollte ich doch heute mein neues #Altglas ausprobieren 🙁. Danke #FFF! https://t.co/OfmBbL48fP,2022-09-24,fff,original,0,2,0,4,other,0.9003522396087646
69068,1596022286104285184,Ottmar Ottmi,"Ich wurde gestern zu 40 Tagessätzen verurteilt (also mehr als einem Netto-Monatsgehalt), weil ich gut 30 Minuten auf einer Straße gesessen habe, um mit @AufstandLastGen auf die drohende #Klimakatastrophe aufmerksam zu machen.\n\nInteressante Prioritäten des Amtsgerichts Stuttgart.",2022-11-25,lastgen,retweet,3070,792,239,5446,other,0.6913375854492188
95592,1580554761706737665,Torben Süd,"@FelixStrer1 @FreiheitModerne @AufstandLastGen @carla_hinrichs_ Aber das ist doch gut. Rückgang der ernte= weniger Nahrung = weniger bevölkerungs Zuwachs = weniger Menschen. Das geht solange, bis ein Gleichgewicht erreicht ist.",2022-10-13,lastgen,reply,1,0,0,1,other,0.9702907204627991
118052,1488234134749208581,Manuel Tennert,"@AufstandLastGen @polizeiberlin Pressefreiheit? Ein Journalist sollte nicht als Unterstützer für solche Spinner unterwegs sein, sondern objektiv berichten. Das ist kein Journalist. Das ist Meinungsmache. Primitiv.",2022-01-31,lastgen,reply,0,0,0,7,other,0.8348259925842285
94463,1583011329161703424,T. W.,"„Letzte Generation“: Klimaaktivisten blockieren Krankenwagen, da rastet der Fahrer aus https://t.co/XDpvk60CmP",2022-10-20,lastgen,retweet,764,222,59,1258,other,0.7390984892845154
94083,1583558846593007617,MohnundGedächtnis 🇺🇦🇩🇪🇮🇱,Eine Mitgliedschaft in der @CDU ist mit der Unterstützung der Kriminellen von @AufstandLastGen aus meiner Sicht nicht vereinbar.,2022-10-21,lastgen,retweet,214,71,15,905,other,0.8098386526107788
84699,1588529729300500482,Florian,@broncco2043 @_Katja_Diehl_ https://t.co/HeorrvgPYN,2022-11-04,lastgen,retweet,1,1,0,9,other,0.7824869155883789
33809,1506990063271518211,ZgFhr.,Fridays for Future lädt Musikerin Ronja Maltzahn von Demo aus https://t.co/j2zHa6RlwU https://t.co/ylBWH16852,2022-03-24,fff,original,0,0,0,0,other,0.9036953449249268
46585,1607617243885539329,Anika Kelzenberg,"Denkt die Regierung, dass die Klimakatastrophe weggeht wenn sie genug Klimaaktivist*innen wegsperrt?\n\n#DontShootTheMessenger https://t.co/IIFCU7LqBC",2022-12-27,lastgen,retweet,12,47,1,272,other,0.6468539834022522
117954,1488343274255532033,Roberto,@AufstandLastGen Klimachor 😂🤣😜,2022-02-01,lastgen,reply,0,0,0,0,other,0.7526938319206238
106863,1539968529339846658,Volker R,"@Peter_der_Bayer @AufstandLastGen Das machen die da nur einmal. Hier darf man das. Aber wehe Opa vergisst,  die Parkscheibe beim Einkaufen.  Dann ist aber was los.",2022-06-23,lastgen,reply,1,0,0,2,other,0.8238399624824524
101543,1550584578804514817,Marc Goormann,"@AufstandLastGen Wichtig ist nur, dass es noch Steinmetze gibt.",2022-07-22,lastgen,reply,1,0,0,0,other,0.6612456440925598
114543,1497137789053329421,Panagiotis,Und damit ist zu #letztegeneration eigentlich auch alles gesagt.\n\n https://t.co/CJGGx4LiTt,2022-02-25,lastgen,retweet,11,61,2,455,other,0.7690764665603638
76451,1592137333318778880,Olli H.,"Wir hören nicht auf, weil die Frage, die wir stellen, bisher noch nicht gehört wurde:\n\n❌Was, wenn die Regierung das hier nicht im Griff hat?❌\n\nWir brauchen ein Zeichen der Regierung, dass sie den kommenden Kollaps erkennt und bereit ist umzusteuern mit #100AufDerAutobahn. https://t.co/QdZiRDi3BU",2022-11-14,lastgen,retweet,341,83,9,535,other,0.8930476903915405
28782,1514208936525770754,Españolímetro,@iTom44 @Abo_libertario1 @ERICZEMMOUR2022 @EricZemmourActu @tyackfa @egabla @junqueras @jjaviervazquez @fabricatele @salvameoficial @yasonlasochot5 @sonsolesonega @monasterioR @perearagones @Santi_ABASCAL @Ortega_Smith @Macarena_Olona @InesCanizares @ivanedlm @ConsellxRep @ZemmourESP @ZemmourEric @Monica_Garcia_G @EduardoFRub @InesArrimadas @12_meses @IdiazAyuso @joseprull @EmmanuelMacron @dvdzapata @KettyGarat @eljueves @ZemmourEspanol @pablocasado_ @gabrielboric @cdf_macaolona @rosalia @KikoMatamoros @luciapariente @telecincoes @Jorgebuxade @EsperanzAguirre @populares @AlmeidaPP_ @eduardoinda @todoesmentiratv @Todoesverdadtv @IreneMontero @CarlotaLlauger @MariaJamardoC #Proverbe #YoMeRebelo13A #CataluñaIsSpain #VivaEspaña #FridaysForFuture #BarrageALePen #PasDeDebatPasDeMandat #PasDeVoteBlanc #2emeTour #Macron2022 #EnMarche #ExtremeDroiteMadameMLP #Fascism #LePenJamais #LePenPutinsPuppet #MarinePoutine #MarineLE_PENameneLePire #LePenNonMerci https://t.co/ka5O5IS5EX,2022-04-13,fff,retweet,1,3,0,1,other,0.6492323279380798
51059,1605205394992816128,Frau Suse 💜🤍💚,"Das kommt dabei heraus, wenn emotionale und ethische Rohrkrepierer regieren. Keine Antworten. Denen geht das alles am Arsch vorbei. \nHab ich was verpaßt? Haben die irgendwo einen Planeten B? https://t.co/BWlxizQTdJ",2022-12-20,lastgen,quote,0,0,0,1,other,0.6148179769515991
112837,1514713414286946318,Der Aufbruch,@Meik_E_77 @AufstandLastGen @DanniPilger @Polizei_Ffm Ja ist er und er hat einen offiziellen Presseausweis.,2022-04-14,lastgen,reply,1,0,0,1,other,0.8124251365661621
8585,1574403225297510402,GregorKeuschnig,@Luisamneubauer @welt Es ist Merkel gewesen. Lesen können Sie?\n\nhttps://t.co/kywqB6FD7I,2022-09-26,fff,reply,0,1,0,6,other,0.8254005908966064
45401,1477722586138222593,Rembrandt1405 #FightEveryCrisis 🌻🕊️🇺🇦,#infotweet #Followerpower \nBitte unterstützt diese #PETITION Rettet #Moore  @TerliWetter @robin_wood @fff_bw @fffstuttgart @xrstuttgart @Umwelthilfe #Naturschutz #FridaysForFuture #FFF #Energiewende #Umweltschutz https://t.co/lUgJnth8Vb,2022-01-02,fff,quote,0,3,0,1,other,0.8603557348251343
32856,1507338863454339075,Ulrike Beudgen fediverse: #Piratenpolitik,#FridaysForFuture organisiert heute ab 14h00 eine Demonstration auch in Oberkirch. Durch die Größe und Dauer des Demonstrationszugs kann es bis 17h00 zu größeren Behinderungen des Verkehrs kommen.\n\nAnwohner und Verkehrsteilnehmer werden um Beachtung und Verständnis gebeten.,2022-03-25,fff,retweet,0,3,0,1,other,0.7730357050895691
77345,1591433613412896773,Hannes🇩🇪,Quarks vom WDR rechtfertigt neuerdings Straftaten und stuft diese dann nach eigenem Ermessen als verhältnismäßig ein.\n#LetzteGeneration https://t.co/8hMbFIWyUc,2022-11-12,lastgen,original,4,16,1,74,other,0.9062897562980652
99091,1563623174067359744,Niemals Grün-Rot-Rot 🖤❤️💛,"Hey @SkyDeutschland, die nutzen Bildmaterial, für das ich viel Geld als Abonnent zahle! https://t.co/biKggo1P9g",2022-08-27,lastgen,quote,0,0,0,3,other,0.8065595030784607
107469,1539364133484871683,Sonja Manderbach #LetzteGeneration,"Die #LetzteGeneration ist zurück in Berlin.\nSie ist der Feuermelder, der uns auf die drohende #Klimakatastrophe hinweist.\nDoch nicht alle wollen den Alarm hören, wenn sie in ihrem Alltag unterbrochen werden. https://t.co/mWhfUcRLfN",2022-06-21,lastgen,retweet,140,85,28,451,other,0.9016305804252625
59979,1600920449839296512,Leon,@PHoefig @AufstandLastGen Ja aber es ist viel zu viel zu wenig passiert und inzwischen bewirkt es nicht. Der IPCC hat gesagt das was wir machen schlich nicht reicht nicht im Ansatz wir müssen in den nächsten 10 Jahren Klimaneutral werden sagt dieser,2022-12-08,lastgen,reply,1,0,0,0,other,0.7060865163803101
113342,1513600503011233792,Extinction Rebellion Hannover,"Es reicht nicht aus, nur das zu tun, was sich bequem anfühlt.\n\nWir müssen alle JETZT das tun, was notwendig ist, um den Klimakollaps abzuwenden.\n\nSchließ dich uns an oder unterstütze uns mit einer Spende.\n\nhttps://t.co/27lZUDHCsZ\n\n📷: dpa\n\n#LetzteGeneration https://t.co/2VJdYJ7zXH",2022-04-11,lastgen,retweet,32,54,5,208,other,0.9000092148780823
16730,1557684309733117953,Tobias Sierra,"@Luisamneubauer Klimaschutz durch zusätzlichen Verkehr, interessantes Konzept der FFF Bubble…",2022-08-11,fff,reply,0,0,0,1,other,0.9594361782073975
114740,1496841173872230403,Extinction Rebellion Dresden 🌈 #UprootTheSystem,"""Netto null bis 2050, das klingt immer noch weit weg. Aber das ist in 28 Jahren, das ist echt bald!""  PIK-Mathematikerin und Klimaforscherin @Leonie_Climate erklärt im @derspiegel, wieso schneller #Klimaschutz das einzig richtige ist. #letzteGeneration https://t.co/bZzUkH6OZC",2022-02-24,lastgen,retweet,8,61,7,198,other,0.7774028182029724
840,1604276423119831047,❌❌Devil's Town ❌❌,"Gegen das #FridaysForFuture -Syndrom v. Kindern: Heizung abstellen, Taschengeld kürzen, Führerschein nicht bezahlen 😛… so kuriert man die woke #Grüne Klimahysterie spielend! #GrueneRausausdenParlamenten https://t.co/VQAGy74riK",2022-12-18,fff,retweet,18,48,2,176,other,0.8703181147575378
19836,1545508944298270722,Endel Stamberg #FightFor1Point5,#PeopleNotProfit #FightFor1Point5 #FridaysForFuture #ListenToTheScience #ClimateActionNow #UprootTheSystem #NotMyTaxonomy ❤️🇺🇦🇾🇪☮️🌍🌏🌎🌳🌱🌿🌺🌼🏵️🌻🌞🦋 https://t.co/MdKZbWmWF6,2022-07-08,fff,quote,0,0,0,0,other,0.8850374817848206
53685,1603265369892065280,Ralph,"@DLF Dem Herrn @_FriedrichMerz sollte jemand ins Gewissen reden. Gegen @AufstandLastGen vorgehen, aber #noafd nicht verbieten wollen! Das ist die #Politik der @CDU und sagt so vieles über den Zustand dieser Partei aus",2022-12-15,lastgen,reply,0,0,0,1,other,0.929645836353302
112904,1514651605064368131,Adam Goldschnitt,"@NiklasKorber @AufstandLastGen So, wie das Bundesinnenministerium heute besetzt ist, bekommen sie noch Unkosten erstattet.",2022-04-14,lastgen,reply,0,0,1,33,other,0.8878452777862549
5415,1583559123085721600,Corrado Topi,Equitable climate finance is a key to  a successful #COP27.\n\n#ShowUsTheMoney \n#PeopleNotProfit \n#FridaysForFuture https://t.co/PFyIfMPahl,2022-10-21,fff,retweet,1,42,2,78,other,0.9298360347747803
12361,1571015887217623040,BAMM! BAMM!,@BasilonOlaf @dwesterster @breitenbach @RAStadler @ClubOfRome Ne wieso hat er doch recht. Hab mich als Betroffener selten so unwohl gefühlt wie auf nem FFF Plenum. Man hat einfach gemerkt das aus deren Perspektive keine Augenhöhe da ist.,2022-09-17,fff,reply,0,0,0,1,other,0.6350924968719482
35259,1504914439514034179,Marianne Pötter,System change not climate change\n\n#FridaysForFuture \n#PeopleNotProfit \n#RiseUpMovement https://t.co/sNHEyNVnrb,2022-03-18,fff,retweet,7,104,6,337,other,0.8818869590759277
63748,1599176238957936640,@jmcq87@mastodon.social | 🏀☘️🚲,"Ich habe den Eindruck, dass vielen (Medien) die Dimension des Innenminister:innen-Beschlusses zur möglichen Einstufung der #LetzteGeneration als „Kriminelle Vereinigung“ nicht ganz bewusst ist. Deshalb ein 🧵 1/8 https://t.co/GpBwu8L127",2022-12-03,lastgen,retweet,141,1390,115,3384,other,0.7372115254402161
71960,1594629340947709953,Kawoom,@EBikeRadler aber die letzte Generation mit ihren Blockaden ist doch schuld mimimi,2022-11-21,lastgen,reply,0,0,0,0,other,0.5547878742218018
68808,1596061294142324737,Stesch #Fella 🇺🇦 🇩🇪 🇪🇺 🇺🇳,"Die #LetzteGeneration hat zumindest demonstriert, dass es nur ein bisschen Sekundenkleber und Tomatensuppe braucht, um Konservative sämtliche rechtsstaatlichen Prinzipien über Bord werfen zu lassen.",2022-11-25,lastgen,retweet,69,988,37,6051,other,0.7554699778556824
42473,1485241423444254720,🚫 Gomez Louis 🌈Philipp🏴‍☠️,Climate strike week 126 🐋🐟🐳🐬\n\n#ClimateAction #ClimateCrisis #FridaysForFuture #ClimateActionNow @GretaThunberg https://t.co/AsbDMeYgCf,2022-01-23,fff,retweet,38,258,15,1361,other,0.6975923776626587
21742,1538104940756869120,wollsocke,"@Elitiker @MarcoBuschmann Wissenschaftsfeindlichkeit hat bei der FDP eine lange Tradition, auch bei der Leugnung des Klimawandels sind sie gut mit dabei, s. auch  die Attacken Lindners auf FFF oder das Engagement Fred Singers als Experte durch die FDP.",2022-06-18,fff,reply,0,0,0,3,other,0.7808240652084351
109151,1531327855090606080,askgreen8,"@VikingRohan Ich werd beim besten Willen aus die #LetzteGeneration nicht schlau. Warum erschießen sie sich nicht, wenn ihnen das #Klima so wertvoll ist und sie es schützen wollen? Jeder Atemzug ist für das Weltklima einer zu viel, so hörte ich von Jüngern:innen aus dieser Sekte?",2022-05-30,lastgen,retweet,1,5,0,22,other,0.7563900947570801
71883,1594652560983564289,Flaga,@DerMeister1020 @AufstandLastGen Grundausstattung 😂🤷🏻‍♂️,2022-11-21,lastgen,reply,1,0,0,1,other,0.8807893991470337
106993,1539910391634984960,Peter Steinkohl,"@AufstandLastGen Was ist eigentlich mit Rettungswägen und Feuerwehren, die dank euerer Blockade nicht durchkommen zu Notfällen? Bei Schlaganfällen zählt zb bekanntlich jede Minute. Habt ihr daran schon mal gedacht? Mit Aktionen wie am Frankfurter Tor schadet ihr den Falschen und auch der Sache.",2022-06-23,lastgen,reply,0,0,0,3,other,0.5342530608177185
102297,1547499894952411138,Letzte Generation,"Es geht hier nicht um Geld oder temporären Freiheitsentzug, es geht um den Kollaps unserer Zivilisation!\n\nKeine Unterlassungserklärung bekommen? Verbreitet diese Fotos!💥\n\nDieser Protest ist der Überlebenswille unserer Gesellschaft. Er darf nicht verstummen. https://t.co/14Akil3hKj",2022-07-14,lastgen,reply,36,34,1,83,other,0.89951491355896
27966,1517019585089720320,Jeanette- READ @WSWS_Updates,"The Environment is in Us,not outside of Us. The Trees are Our Lungs, The Rivers are our Bloodstream. We Are All Interconnected and what  you  do to the Environment, ultimately  you do to yourself\n\n#ClimateCrisis #FridaysForFuture #SaveSoil #conservation #ClimateEmergency #ActNow https://t.co/gWnonPnuQV",2022-04-21,fff,retweet,26,346,16,821,other,0.5848602056503296
97795,1571821604874686467,Any2907,"@StefanMuelller @Manuela12788891 @AufstandLastGen Ist ok. 1,5 Stunden Arbeits- und Verdienstausfall für viele Firmen, dass sind Abertausende... und das ist ja nicht die einzige daraus resultierende Straftat. Auch die letzte Generation muss sich an Gesetze halten. Irgendwann sind sie ja dann Mal unter sich, dann....😇🥳😉",2022-09-19,lastgen,reply,0,0,0,0,other,0.9859393835067749
39034,1495037248219357185,Erwin Wildmoser,@FLINTAgegenA14 @FFF_Stendal @fffsalzwedel @FFF_LSA @FfF_Magdeburg @BundnisElbe @bewegungsteam @ndaktuell Bin leider Münchner....\nViel Erfolg! ✊✌️,2022-02-19,fff,reply,0,0,0,1,other,0.7722994089126587
66186,1596843987783933952,sissyphos96,"@stefandraschan @carla_hinrichs_ @AufstandLastGen Lieber pinkle ich auf Straßenkleber, die können dann selbstverschuldet auch nicht weglaufen.",2022-11-27,lastgen,reply,0,0,0,0,other,0.5289563536643982
782,1605081315623272448,ElvisTB,"@Brejo2021 @FridayForFuture Das siehst du falsch. FFF geht auf die Straße, weil ihnen die Menschen wichtig sind. Zusammen mit dem Rest der irdischen Lebewesen. Ich erinnere Mal, dass wir in Paris unterschrieben, ein 1,5 Grad Ziel einhalten zu wollen. Jetzt kämpfen wir für 2.",2022-12-20,fff,reply,1,0,0,1,other,0.7554854154586792
24881,1527342175171686400,TakeIt E.C,"It's not my garbage. \n\nBut it is my Planet 🌎. \n\nDear Humans, #RestoreOurEarth\n\n#ClimateCrisis #FridaysForFuture #SaveSoil #conservation #ClimateEmergency #Sadhguru #ConsciousPlanet #ActNow https://t.co/8V3oy9PgOZ",2022-05-19,fff,retweet,127,1706,156,5935,other,0.7595264315605164
26621,1520363025798103042,Raucoules Christian,Greta Thunberg has a new message for you: Listen to the most vulnerable — and help them build the fair future they demand. https://t.co/HiWKzWt9am,2022-04-30,fff,retweet,0,6,1,15,other,0.9185793995857239
41835,1487101876730576898,Coney von 1Land ☮️🪄🎩🌷🌈💚🌳🌏🌎🌍♀️⚖️ нетвойне,"+++NEWS+++\nWir streiken am 25.03. global &amp; in Berlin!💥\nStatt ein ""bisschen mehr Klimaschutz"" fordern wir weltweit Klimagerechtigkeit- Wir dürfen die Profite der Konzerne nicht mehr über Menschenleben und Natur stellen!\n#PeopleNotProfit #ReichtHaltNicht https://t.co/ESpPl529xG",2022-01-28,fff,retweet,8,49,5,204,other,0.7597364783287048
51180,1605126364759265282,Spaceman,"Wenn die #LetzteGeneration nun verkündet, ""Wir machen weiter, komme was wolle!"" - dann ist das die Sprache von Sekten, Banden oder Erpressern, aber nicht die von Teilnehmern am demokratischen Diskurs.",2022-12-20,lastgen,retweet,73,163,4,1850,other,0.9372339844703674
91751,1584966013434572801,Joachim Raeder,#LetzteGeneration\n\nhttps://t.co/qzylftPfF0,2022-10-25,lastgen,original,0,0,0,0,other,0.778506875038147
88184,1587806996086112257,Mamfredo Alfonso,"@HolzheuStefan Es gibt weder eine Krise, abgesehen von #LetzteGeneration , noch kann man das Klima schützen 🙄❗️ Klimaveränderungen gab es und wird es immer geben. Was maßt sich der Mensch an, ein bestehendes Klima für Endlich zu erklären. Träumt weiter 🤷‍♂️🙄❗️",2022-11-02,lastgen,reply,0,0,0,1,other,0.847312867641449
14487,1564521766499803140,Takitom,"@motikat Noch 2019 im Ortsverein der #SPD wurde von den @afa_spd  #Afa Frauen gesagt, wir lassen uns doch von den „Gören“( gemeint waren #FridaysForFuture ) „nicht vorschreiben wie wird zu leben haben“. \n@nrwjusos https://t.co/n3UnvBxbuW",2022-08-30,fff,retweet,1,4,1,4,other,0.7601426839828491
56523,1602648986686464003,Mamfredo Alfonso,"@AimeevanBaalen @AufstandLastGen Nicht die #LetzteGeneration , die. #DümmsteGeneration. 🤷‍♂️❗️",2022-12-13,lastgen,reply,0,0,0,1,other,0.9580178260803223
67817,1596213112872763393,Vera Alexandra Maier,Die #LetzteGeneration hatte es am 25. Februar auch am Flughafen #München probiert. Die Bayerische Polizei war aber schnell zur Stelle. #BER https://t.co/ByCBHxyE9L,2022-11-25,lastgen,retweet,199,432,117,2696,other,0.8724693655967712
72720,1593945482971484160,Ingo Suerbier,Verfassungsschutz-Chef verteidigt „Letzte Generation“ - Stützen des Systems | Cicero Online https://t.co/hiSf999PPv,2022-11-19,lastgen,original,0,0,0,0,other,0.8141998052597046
89274,1587148561178836992,Imago est animi vultus,"Packt @AufstandLastGen einfach in den Betonmischer. Das klebt hinreichend. Wenn sie Glück haben, werden Rettungskräfte nicht gerade blockiert. https://t.co/fLDXonR7ee",2022-10-31,lastgen,quote,0,0,0,0,other,0.7719622254371643
64640,1598364961549713409,Al-Rafidain-News,Klima-Kleber in Frankreich. Die Bürger - räumen die LETZTE GENERATION von der Straße ab.... https://t.co/7Yl33Yi2Jr,2022-12-01,lastgen,retweet,119,233,44,1102,other,0.7589967846870422
2944,1593634386855055362,Léon Mugisho🇨🇩,Pay up for loss and damage #FridaysForFuture #PeopleNotProfit #COP27 https://t.co/4ch5G02Uxj,2022-11-18,fff,retweet,4,29,2,63,other,0.6660605669021606
93364,1584251840761573376,(((Herr Schwarz))),"@AufstandLastGen @ClimateHuman @ScientistRebel1 @Janefonda @MarkRuffalo @InsulateLove @TerliWetter @BlockadeAus @GeorgeMonbiot @OwenJones84 Es nutzt sich ab und ist ideenlos. Lasst Euch bitte was anderes Einfallen.\n\nPS: wir sind uns in der Sache einig. Aber ich glaube nicht, dass das noch etwas bewirkt. Es hat sich halt abgenutzt.",2022-10-23,lastgen,reply,0,0,0,0,other,0.8301825523376465
